Q2,W,A1,dA1(stat),dA1(sys),g1,dg1(stat),dg1(sys),g1/F1,dg1/F1(stat),dg1/F1(sys)
0.34732,2.0199,-0.27498,0.17656,0.03301,-0.25487,0.1578,0.03125,-0.25969,0.1609,0.03064
0.34704,2.0599,0.2687,0.17328,0.04196,0.24295,0.16316,0.03993,0.23815,0.15915,0.03927
0.34684,2.0998,-0.06043,0.1802,0.03104,-0.0668,0.178,0.03081,-0.06367,0.16663,0.02971
0.34695,2.1399,-0.21509,0.18494,0.01227,-0.22928,0.19148,0.01653,-0.20744,0.17209,0.01372
0.34689,2.1799,-0.19564,0.18827,0.01366,-0.2208,0.20368,0.01887,-0.19024,0.17617,0.01462
0.34671,2.2197,-0.30618,0.19633,0.02623,-0.35565,0.2214,0.03292,-0.29486,0.18464,0.02561
0.34775,2.2599,-0.44622,0.23198,0.04252,-0.53177,0.27141,0.05196,-0.4279,0.21909,0.04071
0.34894,2.3003,0.26696,0.27917,0.05828,0.31713,0.34002,0.07187,0.24725,0.2648,0.05566
0.34965,2.3404,0.32956,0.26606,0.06048,0.40924,0.33573,0.07588,0.30823,0.25331,0.05786
0.34905,2.3803,0.05555,0.15601,0.04178,0.06813,0.20451,0.05368,0.04804,0.14914,0.04023
0.34849,2.4201,-0.02408,0.11916,0.02248,-0.04086,0.16043,0.03129,-0.02818,0.11422,0.02218
0.34782,2.4602,0.03996,0.11504,0.02475,0.04885,0.15954,0.03546,0.0337,0.11059,0.02429
0.34758,2.5,-0.30502,0.11405,0.02314,-0.44224,0.1624,0.03444,-0.29858,0.10993,0.02275
0.34856,2.5405,-0.20912,0.11144,0.01809,-0.31232,0.16251,0.02855,-0.20637,0.10767,0.01796
0.3476,2.5801,-0.22035,0.10922,0.01612,-0.33359,0.16265,0.02606,-0.21738,0.10577,0.01606
0.3457,2.6169,-0.07195,0.13526,0.0255,-0.11543,0.20511,0.0403,-0.07371,0.13125,0.02504
0.34755,2.66,-0.10963,0.1571,0.0469,-0.17624,0.24292,0.07337,-0.11031,0.15274,0.04578
0.34822,2.7004,0.15967,0.14796,0.05401,0.24429,0.23301,0.08454,0.15191,0.1441,0.0527
0.34669,2.7399,-0.14966,0.16515,0.05171,-0.24516,0.26441,0.08294,-0.14932,0.16108,0.05055
0.34708,2.7799,-0.4458,0.3113,0.06808,-0.73446,0.50957,0.11202,-0.43865,0.30412,0.06661
0.3471,2.82,-0.48989,0.2274,0.10921,-0.82749,0.38115,0.18352,-0.48231,0.22248,0.10694
0.34713,2.8601,0.42771,0.22074,0.14736,0.72672,0.37865,0.25145,0.41607,0.21622,0.14439
0.34736,2.9003,0.37078,0.24409,0.19792,0.64586,0.42843,0.34865,0.36087,0.23934,0.19416
0.4142,1.1403,-0.01447,0.28683,0.19895,-0.00148,0.0238,0.01565,0.01604,0.09493,0.08466
0.41392,1.1804,-0.25824,0.09913,0.13653,-0.08413,0.02876,0.03337,-0.11189,0.03724,0.03887
0.41351,1.2202,-0.3162,0.06626,0.12734,-0.16595,0.03121,0.04263,-0.147,0.02764,0.04261
0.41326,1.2598,-0.42893,0.07629,0.10114,-0.16356,0.03072,0.03453,-0.1964,0.03516,0.03585
0.41313,1.2998,-0.15101,0.09466,0.06032,-0.02395,0.0294,0.01768,-0.04292,0.04783,0.02377
0.41327,1.3398,-0.19667,0.10509,0.03654,-0.01429,0.0288,0.00969,-0.0273,0.05752,0.01916
0.41341,1.3799,-0.18609,0.10828,0.05697,0.00355,0.02938,0.01188,0.00795,0.06347,0.02508
0.41342,1.4199,-0.03083,0.10602,0.08056,0.05568,0.03097,0.01479,0.11726,0.066,0.03054
0.4135,1.46,-0.16114,0.09374,0.09572,0.00703,0.0325,0.01548,0.01454,0.0615,0.02953
0.41325,1.4999,-0.03887,0.08536,0.1015,0.03475,0.03508,0.01456,0.05832,0.05851,0.02543
0.41306,1.5398,-0.02723,0.08965,0.1005,0.03321,0.03744,0.01362,0.05625,0.06395,0.02363
0.41355,1.5799,0.04985,0.10589,0.09839,0.07204,0.04469,0.01258,0.1268,0.07815,0.02224
0.41358,1.6199,-0.1938,0.11675,0.09423,-0.03717,0.05026,0.01245,-0.0657,0.08897,0.02142
0.41277,1.6596,-0.03672,0.11108,0.08958,0.01692,0.05203,0.0222,0.02565,0.08688,0.03403
0.41372,1.6998,0.09448,0.11348,0.08859,0.07881,0.06271,0.03458,0.11508,0.09093,0.05098
0.41437,1.7399,-0.14902,0.11013,0.07829,-0.06782,0.06165,0.03587,-0.09862,0.09009,0.05234
0.4145,1.78,-0.02679,0.10584,0.05179,-0.00193,0.06007,0.02413,-0.00237,0.08822,0.03498
0.41468,1.82,-0.16926,0.10106,0.02628,-0.09246,0.06001,0.01267,-0.13111,0.08564,0.01668
0.41482,1.86,-0.351,0.09613,0.01818,-0.21284,0.06039,0.01272,-0.29143,0.08266,0.01517
0.4147,1.9001,-0.24407,0.09029,0.01379,-0.15822,0.06023,0.01212,-0.2076,0.07867,0.01368
0.41431,1.94,-0.28888,0.08493,0.01592,-0.20694,0.06019,0.01334,-0.25769,0.07488,0.01497
0.41246,1.9776,-0.00065,0.10673,0.02136,-0.00781,0.07956,0.01675,-0.00806,0.09499,0.01927
0.41405,2.0199,-0.05777,0.1861,0.02544,-0.05548,0.14821,0.02107,-0.06092,0.16742,0.02353
0.41518,2.06,0.03288,0.18164,0.03427,0.01703,0.15264,0.03013,0.02119,0.16475,0.03225
0.41615,2.1002,0.17705,0.18324,0.04058,0.14979,0.16221,0.03696,0.15416,0.16748,0.03822
0.41632,2.14,-0.262,0.17941,0.03816,-0.24976,0.16672,0.03685,-0.24833,0.16512,0.03617
0.41615,2.18,-0.3548,0.17772,0.03244,-0.35281,0.17294,0.03329,-0.33564,0.1646,0.03117
0.41616,2.2201,-0.00298,0.176,0.03848,-0.01361,0.17886,0.04081,-0.00983,0.16394,0.0368
0.4153,2.2601,-0.05718,0.20466,0.05882,-0.06578,0.2167,0.06363,-0.05966,0.19165,0.05569
0.41527,2.3002,0.14645,0.20093,0.06398,0.15337,0.22115,0.07021,0.1317,0.18906,0.06057
0.41482,2.3401,-0.11193,0.19509,0.04267,-0.1363,0.22269,0.04816,-0.11165,0.18436,0.04076
0.41414,2.38,-0.21187,0.13167,0.01953,-0.2567,0.15589,0.02548,-0.20641,0.12496,0.01962
0.41509,2.4202,0.01166,0.11776,0.02404,0.00645,0.14369,0.0311,0.00583,0.11212,0.02368
0.41573,2.4602,-0.1651,0.1115,0.02254,-0.21387,0.14023,0.02998,-0.16262,0.1065,0.02224
0.4147,2.5002,-0.21347,0.10848,0.01428,-0.28142,0.14021,0.02132,-0.20917,0.10394,0.01466
0.41326,2.5398,-0.15767,0.10892,0.01463,-0.21405,0.14418,0.0219,-0.15592,0.10466,0.01499
0.41319,2.5797,-0.00906,0.12218,0.02403,-0.01829,0.16509,0.0338,-0.01303,0.1177,0.0237
0.41365,2.6172,-0.07818,0.17286,0.02619,-0.11541,0.23823,0.03711,-0.07975,0.1669,0.02572
0.41464,2.6601,-0.14612,0.19643,0.01889,-0.21128,0.27548,0.0283,-0.14538,0.19005,0.01882
0.41403,2.6999,-0.1732,0.26145,0.04418,-0.25328,0.37362,0.06498,-0.17172,0.2535,0.04313
0.41433,2.74,-0.48729,0.28283,0.067,-0.71462,0.41169,0.09821,-0.47695,0.27474,0.06522
0.41384,2.7799,-0.35358,0.30985,0.09609,-0.53044,0.46003,0.14403,-0.34751,0.30151,0.09364
0.41435,2.8201,0.34685,0.22258,0.12216,0.52297,0.33783,0.18562,0.33485,0.21693,0.11915
0.414,2.8601,0.10395,0.21866,0.13985,0.15964,0.33987,0.21732,0.09847,0.21343,0.13658
0.41371,2.9,0.50624,0.30559,0.20413,0.79918,0.48445,0.32754,0.49174,0.2986,0.19965
0.49326,1.1403,0.42422,0.2979,0.20931,0.03919,0.02106,0.01824,0.15998,0.09886,0.09445
0.49313,1.1804,-0.35903,0.10379,0.15127,-0.10587,0.02511,0.03929,-0.15363,0.03867,0.05415
0.49292,1.2202,-0.19522,0.0702,0.15507,-0.09358,0.02744,0.05186,-0.09816,0.02884,0.06167
0.49271,1.2599,-0.25622,0.08242,0.1347,-0.08302,0.02754,0.04528,-0.11565,0.0372,0.05764
0.49241,1.2997,-0.40142,0.10334,0.09059,-0.08677,0.02683,0.0266,-0.16673,0.05093,0.04185
0.49255,1.3398,-0.2308,0.1172,0.05734,-0.01916,0.02717,0.0109,-0.04565,0.0624,0.02217
0.49281,1.3798,-0.15708,0.12225,0.07018,0.01066,0.02833,0.00574,0.02606,0.06962,0.01383
0.49284,1.4199,-0.25539,0.12221,0.0951,-0.00878,0.03065,0.00919,-0.02039,0.07387,0.02097
0.49323,1.46,-0.04129,0.10893,0.11491,0.04234,0.03257,0.01625,0.09374,0.06942,0.03275
0.49391,1.5001,-0.14428,0.09718,0.12574,-0.00548,0.03446,0.02164,-0.00994,0.06468,0.04141
0.49416,1.54,-0.12938,0.10871,0.12425,-0.0061,0.03922,0.02003,-0.01157,0.07534,0.03794
0.4934,1.5798,-0.29552,0.10729,0.12048,-0.06148,0.0392,0.01468,-0.12119,0.07708,0.02812
0.49368,1.6198,-0.09606,0.12871,0.12192,0.00866,0.04814,0.01739,0.01706,0.09545,0.03291
0.49442,1.66,-0.14811,0.1254,0.11867,-0.0316,0.05201,0.02811,-0.05641,0.09577,0.04858
0.49439,1.7,-0.15214,0.10775,0.1109,-0.04684,0.0526,0.03863,-0.07426,0.08434,0.06307
0.49437,1.74,-0.21815,0.10653,0.09556,-0.09055,0.05234,0.03904,-0.14603,0.08524,0.06301
0.49477,1.78,-0.13116,0.10495,0.06468,-0.05165,0.05202,0.02689,-0.08505,0.08567,0.0433
0.49526,1.82,-0.18678,0.10057,0.03328,-0.08795,0.05208,0.01337,-0.1418,0.08356,0.02025
0.49576,1.8601,-0.20136,0.0958,0.02059,-0.10255,0.05251,0.01061,-0.15831,0.08087,0.01426
0.49607,1.9,-0.21512,0.09096,0.01715,-0.12176,0.05302,0.01112,-0.17797,0.07789,0.01435
0.49528,1.9397,-0.15188,0.09013,0.02384,-0.09554,0.05589,0.01626,-0.1335,0.07816,0.0209
0.4959,1.9795,-0.12878,0.16987,0.03339,-0.08737,0.11184,0.0235,-0.11892,0.14894,0.02949
0.49595,2.0201,-0.37747,0.1783,0.03634,-0.26753,0.12539,0.02714,-0.34156,0.1581,0.03275
0.49463,2.0599,-0.23421,0.17554,0.03516,-0.18052,0.13074,0.02835,-0.21705,0.15714,0.03277
0.49393,2.0998,-0.07265,0.17483,0.0344,-0.06446,0.13757,0.02894,-0.07292,0.15786,0.03274
0.49414,2.1399,-0.04992,0.17326,0.03358,-0.05326,0.14353,0.02975,-0.05321,0.15765,0.03223
0.49469,2.18,-0.27717,0.17056,0.03586,-0.2488,0.14828,0.03345,-0.26082,0.15628,0.03438
0.49547,2.2201,-0.00231,0.17259,0.03415,-0.0102,0.15682,0.03273,-0.00875,0.15911,0.03287
0.49524,2.2602,-0.21125,0.15511,0.02411,-0.20531,0.14772,0.02515,-0.20183,0.14392,0.02402
0.49514,2.3001,-0.15048,0.12935,0.0198,-0.1584,0.12784,0.0232,-0.14661,0.12061,0.02027
0.49528,2.34,-0.26346,0.1242,0.02699,-0.27696,0.12745,0.03055,-0.25254,0.11636,0.02652
0.49501,2.3801,-0.05574,0.11932,0.03415,-0.06414,0.12689,0.03813,-0.05773,0.1123,0.03303
0.49392,2.42,-0.09651,0.11484,0.03421,-0.1136,0.12627,0.03862,-0.09655,0.10853,0.03309
0.49345,2.4599,-0.04477,0.11359,0.0274,-0.05779,0.12885,0.03216,-0.04756,0.10775,0.02682
0.49398,2.4999,-0.12122,0.11688,0.02077,-0.14884,0.13633,0.02588,-0.12032,0.11125,0.02076
0.49491,2.54,-0.11058,0.12019,0.01964,-0.13847,0.14372,0.02531,-0.11024,0.11476,0.01973
0.49422,2.5794,-0.01681,0.11933,0.02281,-0.02623,0.14572,0.02963,-0.02053,0.11426,0.02263
0.49361,2.6196,-0.28445,0.17491,0.03756,-0.35969,0.21777,0.04858,-0.27741,0.16795,0.03653
0.49398,2.6599,-0.45743,0.23119,0.04914,-0.58328,0.29279,0.06348,-0.44423,0.22251,0.04759
0.49397,2.6999,-0.28475,0.26159,0.04479,-0.37255,0.33724,0.05864,-0.2787,0.25237,0.04347
0.49382,2.7399,-0.33196,0.28474,0.07461,-0.44003,0.37355,0.09998,-0.32471,0.27529,0.07241
0.49466,2.7801,-0.6408,0.24656,0.11001,-0.86437,0.33015,0.14812,-0.62458,0.23887,0.10671
0.49378,2.8199,0.09904,0.22796,0.12267,0.13189,0.31111,0.16792,0.09271,0.22123,0.11915
0.49349,2.8599,0.27965,0.23457,0.16066,0.38679,0.32749,0.22616,0.26857,0.22805,0.15634
0.48545,2.9665,0.47351,0.52378,0.21169,0.70299,0.78285,0.31262,0.45927,0.51128,0.20652
0.58817,1.1402,-0.58243,0.3252,0.20919,-0.03188,0.01922,0.01315,-0.18757,0.1093,0.09091
0.58823,1.1804,-0.47814,0.11409,0.11668,-0.10191,0.02252,0.02795,-0.19918,0.04258,0.04756
0.58852,1.2201,-0.49731,0.0783,0.11959,-0.17248,0.02483,0.03597,-0.2217,0.03197,0.05214
0.58883,1.2599,-0.35755,0.09282,0.09953,-0.09893,0.02516,0.03003,-0.16052,0.04136,0.04571
0.58889,1.2998,-0.19073,0.11612,0.06144,-0.02734,0.02467,0.01675,-0.0639,0.05621,0.03213
0.58922,1.3399,-0.10917,0.13028,0.05611,0.00743,0.02507,0.00836,0.01625,0.06788,0.02119
0.58972,1.38,-0.18897,0.13355,0.08823,0.00248,0.02598,0.00594,0.00743,0.07426,0.01659
0.58976,1.4201,-0.38499,0.13016,0.11845,-0.03282,0.02757,0.00628,-0.09324,0.07669,0.01655
0.58905,1.4601,-0.14052,0.11721,0.14254,0.01605,0.02965,0.01548,0.0336,0.07274,0.03433
0.58853,1.4999,-0.22407,0.10984,0.16409,-0.0281,0.03313,0.02623,-0.06026,0.07122,0.0574
0.59001,1.5399,0.25253,0.13035,0.17754,0.1132,0.04004,0.03011,0.24902,0.08804,0.06657
0.59197,1.5801,-0.22387,0.13757,0.17711,-0.02848,0.04284,0.02704,-0.06445,0.09633,0.06036
0.59246,1.62,-0.18644,0.1382,0.16665,-0.01893,0.0444,0.02655,-0.04346,0.09998,0.05769
0.5926,1.6602,-0.22639,0.12605,0.15301,-0.05535,0.04542,0.03535,-0.11013,0.09394,0.06933
0.59206,1.7001,-0.09083,0.10838,0.14199,-0.01117,0.0462,0.04501,-0.02082,0.08287,0.08281
0.59127,1.7401,-0.18035,0.10785,0.12193,-0.05952,0.04595,0.04377,-0.10921,0.0844,0.07977
0.59017,1.78,-0.04507,0.10667,0.08413,-0.00724,0.04564,0.03074,-0.0134,0.08527,0.05661
0.59007,1.82,0.04134,0.10322,0.04898,0.0261,0.04608,0.01792,0.04739,0.08409,0.03279
0.59012,1.86,-0.14842,0.0994,0.03305,-0.06123,0.047,0.01387,-0.10935,0.08236,0.02363
0.58957,1.8999,-0.2372,0.09613,0.02663,-0.1139,0.04843,0.01347,-0.1909,0.08088,0.02085
0.58652,1.9384,-0.25003,0.13187,0.04287,-0.13354,0.07036,0.02425,-0.21252,0.11235,0.03667
0.58843,1.9798,0.09521,0.19719,0.0582,0.04893,0.11357,0.03371,0.07622,0.17037,0.05051
0.58935,2.0198,-0.00644,0.19068,0.05081,-0.00976,0.11714,0.0309,-0.01238,0.16659,0.04482
0.59033,2.06,-0.22504,0.18635,0.03216,-0.15702,0.12178,0.02319,-0.20611,0.16448,0.03007
0.59112,2.1001,-0.43379,0.17319,0.02854,-0.30549,0.12001,0.02368,-0.39272,0.1543,0.02787
0.59215,2.1402,-0.2188,0.15651,0.0312,-0.16535,0.11443,0.02597,-0.20275,0.1406,0.03023
0.59246,2.1802,-0.21698,0.14472,0.03003,-0.17243,0.1113,0.02625,-0.2025,0.13101,0.02927
0.59174,2.2201,-0.42449,0.13545,0.02661,-0.34733,0.10924,0.0252,-0.39286,0.1235,0.02637
0.59068,2.26,-0.15894,0.12891,0.02318,-0.14053,0.1087,0.02298,-0.15177,0.11831,0.02347
0.59041,2.2999,-0.03998,0.1243,0.02324,-0.04001,0.1093,0.0235,-0.04239,0.11476,0.0235
0.58979,2.3399,-0.3305,0.12114,0.02516,-0.30746,0.11079,0.02594,-0.31217,0.11246,0.02505
0.59026,2.38,-0.11135,0.11794,0.02995,-0.11066,0.11193,0.03061,-0.10906,0.11002,0.02927
0.59152,2.42,0.02395,0.11393,0.0325,0.0174,0.11195,0.03316,0.01727,0.10676,0.03155
0.59153,2.4601,-0.10463,0.10939,0.03032,-0.11271,0.11104,0.03205,-0.10351,0.10293,0.02957
0.5913,2.5001,-0.05856,0.10659,0.02808,-0.06619,0.11138,0.03092,-0.06005,0.10069,0.02751
0.59168,2.5402,-0.25213,0.10275,0.02429,-0.27538,0.11012,0.02796,-0.24364,0.09741,0.02401
0.58693,2.5762,-0.12576,0.12771,0.03045,-0.14254,0.13956,0.03527,-0.12408,0.12145,0.02978
0.58943,2.62,-0.14903,0.19532,0.04076,-0.17036,0.21793,0.04683,-0.1464,0.18634,0.0395
0.58939,2.6599,-0.07391,0.24818,0.04547,-0.08756,0.28191,0.05293,-0.07476,0.23747,0.04401
0.58992,2.7,-0.40753,0.26626,0.05523,-0.47558,0.30744,0.0652,-0.39506,0.25542,0.05336
0.58955,2.74,-0.47224,0.28992,0.07842,-0.55764,0.34032,0.09338,-0.45791,0.27879,0.0757
0.58823,2.7797,0.11411,0.25445,0.1049,0.13389,0.30427,0.1264,0.10637,0.24528,0.10134
0.58912,2.8199,0.17779,0.24883,0.1232,0.2142,0.30311,0.15083,0.1682,0.24034,0.11918
0.58989,2.86,0.26401,0.21429,0.11484,0.32218,0.26733,0.14239,0.25183,0.20741,0.11121
0.59054,2.9002,-0.3628,0.15569,0.076,-0.46587,0.19842,0.09574,-0.35506,0.15093,0.07373
0.58618,2.9379,-0.1221,0.16427,0.18947,-0.16555,0.21449,0.25209,-0.12192,0.15953,0.1845
0.70466,1.1403,-0.82349,0.34705,0.23624,-0.02567,0.01677,0.01054,-0.27645,0.1194,0.08846
0.70504,1.1804,-0.3311,0.1234,0.10392,-0.05988,0.01949,0.02223,-0.14886,0.0466,0.04966
0.70551,1.2202,-0.43746,0.08529,0.09479,-0.1241,0.02147,0.02817,-0.20055,0.03493,0.051
0.70601,1.26,-0.1355,0.10173,0.07447,-0.03101,0.0219,0.02295,-0.06448,0.04513,0.0438
0.70555,1.3,-0.11013,0.12936,0.04819,-0.00864,0.02206,0.01398,-0.02775,0.06196,0.03624
0.70446,1.3399,-0.22761,0.14963,0.07365,-0.01342,0.02347,0.01126,-0.04328,0.07677,0.03593
0.70392,1.38,-0.33857,0.16358,0.12492,-0.02252,0.02623,0.0109,-0.07662,0.08927,0.0365
0.70412,1.4201,-0.11296,0.17656,0.17324,0.01975,0.03097,0.0132,0.06338,0.10182,0.04113
0.70409,1.4602,-0.42803,0.16485,0.20861,-0.0498,0.03482,0.02424,-0.14413,0.1001,0.06473
0.70387,1.5001,0.15379,0.14133,0.22614,0.07169,0.03573,0.03478,0.17969,0.08963,0.08897
0.70354,1.5401,-0.13131,0.13994,0.22654,-0.00343,0.03606,0.03634,-0.00838,0.09239,0.09304
0.70264,1.5799,-0.06942,0.14179,0.2187,0.01717,0.03711,0.03249,0.04464,0.09707,0.08443
0.70298,1.62,-0.00986,0.1417,0.20547,0.0323,0.03858,0.03266,0.08336,0.10025,0.08264
0.70322,1.66,-0.10645,0.12876,0.18749,-0.00415,0.03986,0.04053,-0.0169,0.09388,0.0918
0.70334,1.7,-0.07911,0.11021,0.17189,-0.00433,0.04061,0.04851,-0.00854,0.08247,0.1019
0.70322,1.74,-0.0715,0.11201,0.14577,-0.0091,0.04094,0.04549,-0.02008,0.08583,0.09461
0.70322,1.7799,-0.0678,0.11196,0.10039,-0.01411,0.04085,0.03173,-0.03016,0.08769,0.06705
0.70302,1.8198,0.07794,0.11063,0.06012,0.03655,0.04205,0.01953,0.0764,0.08836,0.04094
0.70274,1.8598,-0.26943,0.11502,0.04292,-0.10109,0.04631,0.01567,-0.2046,0.09351,0.03073
0.7025,1.899,-0.1982,0.13865,0.04913,-0.07864,0.05933,0.0212,-0.15209,0.11443,0.03915
0.70689,1.9401,0.15672,0.20513,0.06263,0.07403,0.09469,0.02922,0.13291,0.17195,0.05242
0.7076,1.9801,-0.31829,0.1872,0.05942,-0.15875,0.09277,0.03001,-0.27389,0.15901,0.05087
0.70773,2.0201,-0.2636,0.1701,0.04539,-0.14384,0.09033,0.02558,-0.23179,0.14625,0.04006
0.7067,2.0601,-0.17416,0.15596,0.03371,-0.09871,0.08843,0.02148,-0.15557,0.1356,0.03129
0.7049,2.1,-0.23489,0.14534,0.03066,-0.14581,0.08762,0.02169,-0.21158,0.12767,0.02954
0.70394,2.1399,-0.14685,0.13838,0.03232,-0.09764,0.08833,0.02366,-0.13536,0.12269,0.03104
0.70359,2.1799,-0.40662,0.13356,0.03295,-0.27617,0.08992,0.0252,-0.36841,0.11942,0.03167
0.70425,2.2199,-0.01412,0.12879,0.03429,-0.01367,0.09115,0.02669,-0.01776,0.11605,0.03289
0.70442,2.26,-0.19022,0.12468,0.03305,-0.14465,0.09246,0.02657,-0.17758,0.11314,0.03189
0.7047,2.2999,0.02064,0.12123,0.03162,0.01106,0.09393,0.02662,0.01371,0.11073,0.03071
0.70504,2.3401,-0.21143,0.1161,0.02936,-0.17334,0.09375,0.02606,-0.19893,0.10667,0.02872
0.70484,2.3801,-0.20428,0.11031,0.02632,-0.17461,0.09259,0.02478,-0.19341,0.10191,0.02605
0.70435,2.42,-0.0727,0.10589,0.02762,-0.06885,0.09217,0.02632,-0.07246,0.09833,0.02713
0.70469,2.4601,-0.14926,0.10294,0.02911,-0.13878,0.09269,0.0284,-0.14392,0.09604,0.02842
0.70497,2.5002,-0.22027,0.09974,0.02632,-0.20889,0.09258,0.02671,-0.21097,0.09345,0.02587
0.70142,2.5389,-0.1296,0.10272,0.02148,-0.12858,0.0978,0.02299,-0.12655,0.09663,0.02162
0.70135,2.579,-0.21116,0.18112,0.03198,-0.20959,0.1764,0.03365,-0.20373,0.17103,0.03123
0.70325,2.6199,-0.44958,0.23009,0.04868,-0.44941,0.22852,0.05044,-0.42999,0.218,0.04676
0.70282,2.6599,-0.4387,0.25073,0.05943,-0.44834,0.25346,0.06166,-0.4213,0.23833,0.05697
0.70293,2.6999,-0.08934,0.26693,0.05759,-0.09624,0.27418,0.06004,-0.08932,0.25447,0.05532
0.70416,2.74,-0.19111,0.22095,0.04167,-0.20516,0.23102,0.04427,-0.18692,0.21126,0.04033
0.70601,2.7801,-0.08907,0.16589,0.03185,-0.09817,0.17603,0.03519,-0.08922,0.15897,0.0312
0.70589,2.8201,-0.10032,0.15965,0.03196,-0.11311,0.17252,0.03566,-0.10024,0.15335,0.03128
0.70556,2.8601,-0.30359,0.15557,0.02573,-0.33907,0.17157,0.02978,-0.29597,0.14976,0.02538
0.70486,2.9,-0.15063,0.15413,0.0293,-0.17378,0.17388,0.0345,-0.14886,0.14868,0.0288
0.69089,2.9292,-0.09023,0.2492,0.03379,-0.10757,0.28643,0.03945,-0.09062,0.24087,0.03299
0.83649,1.1402,0.00341,0.41404,0.26938,-0.00242,0.01575,0.00907,-0.00408,0.14678,0.09429
0.83576,1.1803,-0.43756,0.15426,0.10432,-0.06468,0.01898,0.01825,-0.19595,0.0594,0.05539
0.83581,1.2201,-0.3255,0.11291,0.09122,-0.07523,0.02208,0.02313,-0.15999,0.04674,0.0547
0.83684,1.26,-0.47462,0.14446,0.07734,-0.07755,0.02428,0.01957,-0.2212,0.06432,0.0496
0.83782,1.2999,-0.44182,0.19166,0.06935,-0.05202,0.02576,0.01391,-0.18841,0.09161,0.04747
0.83824,1.34,0.15824,0.21017,0.10778,0.03707,0.02641,0.01317,0.15078,0.10714,0.05239
0.83841,1.38,-0.06226,0.21163,0.15853,0.01676,0.02755,0.01333,0.06967,0.1143,0.05436
0.8388,1.4201,-0.12268,0.19992,0.19889,0.01186,0.02872,0.01459,0.05037,0.11379,0.05581
0.83894,1.4602,-0.18041,0.17472,0.22341,0.00035,0.0303,0.02243,0.00377,0.10434,0.07282
0.83911,1.5001,0.05106,0.14875,0.23573,0.03755,0.03107,0.03128,0.11179,0.09264,0.09565
0.83884,1.54,0.2645,0.14677,0.23688,0.0815,0.03124,0.03316,0.24795,0.09503,0.1012
0.83927,1.5801,-0.14978,0.1482,0.22825,-0.00329,0.0321,0.02997,-0.0103,0.09943,0.09227
0.83932,1.62,0.07935,0.14628,0.21394,0.04712,0.03328,0.03052,0.14323,0.10137,0.09035
0.83977,1.6601,-0.04141,0.13261,0.19904,0.00717,0.03486,0.0391,0.02684,0.0947,0.10223
0.84004,1.7,0.02423,0.11441,0.18787,0.03121,0.03602,0.04724,0.0693,0.08386,0.11418
0.83954,1.74,-0.19525,0.12243,0.16121,-0.04462,0.03795,0.04405,-0.1109,0.09191,0.10545
0.84045,1.7799,-0.21986,0.13456,0.11125,-0.05819,0.04134,0.03083,-0.14534,0.10328,0.07502
0.84228,1.82,-0.06851,0.14218,0.06949,-0.01559,0.04545,0.02022,-0.03922,0.11135,0.04874
0.84033,1.8596,-0.3407,0.15309,0.05682,-0.10905,0.05183,0.01844,-0.25656,0.12209,0.04176
0.84153,1.9,-0.27656,0.19325,0.05453,-0.09554,0.07019,0.01984,-0.21199,0.1568,0.04177
0.8407,1.94,-0.48913,0.18336,0.05554,-0.19092,0.07174,0.02295,-0.4006,0.15111,0.04544
0.83923,1.9799,-0.19363,0.17279,0.06147,-0.08437,0.07289,0.02732,-0.16464,0.14443,0.05226
0.83807,2.0199,0.0626,0.16327,0.0624,0.0302,0.07411,0.02912,0.05094,0.13825,0.05378
0.83824,2.0599,-0.26317,0.15557,0.05123,-0.13141,0.07569,0.02617,-0.22936,0.13329,0.04511
0.83937,2.1,-0.38033,0.14849,0.04154,-0.20176,0.07708,0.02415,-0.33364,0.12858,0.03777
0.84023,2.14,-0.34095,0.14187,0.04864,-0.19055,0.07822,0.02906,-0.30209,0.12406,0.04424
0.8406,2.18,0.22094,0.13488,0.05468,0.12733,0.07867,0.03288,0.19117,0.11902,0.04967
0.84127,2.22,-0.03345,0.12863,0.04911,-0.02281,0.07906,0.03119,-0.03381,0.11445,0.04511
0.84178,2.26,-0.22521,0.1226,0.04589,-0.14704,0.07915,0.03132,-0.20589,0.10992,0.04262
0.84092,2.3,0.11907,0.11672,0.04461,0.07644,0.07891,0.03123,0.10303,0.1054,0.04161
0.84018,2.34,-0.18429,0.11235,0.03341,-0.13333,0.07931,0.02525,-0.17185,0.10212,0.03193
0.84115,2.38,-0.28546,0.1084,0.02753,-0.21289,0.07969,0.02328,-0.26532,0.09912,0.02703
0.84176,2.4201,-0.02982,0.10469,0.02967,-0.02541,0.07996,0.02493,-0.03161,0.09627,0.02882
0.84139,2.4601,-0.2615,0.10166,0.02875,-0.20945,0.08046,0.02498,-0.24582,0.09396,0.02802
0.84056,2.5,-0.03452,0.09986,0.0324,-0.03157,0.0816,0.02852,-0.03629,0.09274,0.03131
0.83084,2.5363,-0.34766,0.1451,0.03165,-0.29487,0.1216,0.02872,-0.32856,0.13537,0.03071
0.84244,2.58,-0.23685,0.19069,0.03298,-0.20709,0.16389,0.03079,-0.22598,0.17858,0.03212
0.84424,2.6201,0.00612,0.16873,0.0488,0.0025,0.14808,0.0443,0.00177,0.15863,0.04673
0.84612,2.6602,-0.09147,0.15731,0.05936,-0.08494,0.14046,0.05387,-0.09031,0.14839,0.05662
